,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
975,129,0,0,0,56.83,16.33,8.59,2.81,0,1
976,104,0,0,0,22.19,11.15,11.91,3.51,0,0
977,93,0,1,21,22.81,13.81,8.4,3.19,4,1
978,63,0,0,0,47.26,22.64,10.08,3.54,4,1
979,161,0,0,0,17.92,18.26,10.06,2.11,0,0
980,50,0,0,0,32.11,17.33,6.83,3.13,3,0
981,103,0,1,24,19.01,20.37,12.07,1.86,1,0
983,92,0,0,0,36.11,19.09,9.96,2.43,1,0
984,77,0,0,0,24.19,26.04,8.84,2.67,1,0
986,159,0,1,15,19.36,12.35,8.78,3.19,1,0
987,110,1,1,27,45.54,22.38,8.01,2.24,1,1
988,138,0,0,0,29.14,9.79,10.1,4.59,3,0
989,178,0,0,0,46.82,15.94,6.62,3.67,1,0
990,38,0,1,31,33.52,21.24,13.45,1.05,0,0
991,50,0,1,35,32.74,11.49,9.73,2.13,2,0
992,45,0,1,26,15.59,12.8,2.85,2.08,1,0
993,70,0,0,0,21.47,12.04,11.52,2.59,0,0
994,147,0,1,33,42.76,19.9,9.6,2.81,3,0
995,94,0,0,0,32.4,12.95,6.51,2.03,1,0
996,179,0,0,0,19.74,17.15,8.19,3.13,0,0
997,116,0,0,0,36.94,18.37,6.66,3.05,2,0
998,59,0,0,0,30.5,19.76,7.91,3.97,0,0
999,165,0,0,0,35.31,14.01,2.45,2.13,0,0
1000,133,0,0,0,47.14,19.41,5.28,3.46,2,1
1001,140,0,0,0,21.3,14.25,11.73,2.27,1,0
1002,93,0,1,32,23.48,14.22,10.75,1.84,2,0
1003,52,0,1,38,28.78,19.2,7.74,2.21,0,0
1004,64,0,1,27,34.22,12.22,6.76,3.32,1,0
1005,12,1,0,0,36.84,9.9,9.9,2.65,2,0
1006,48,0,0,0,32.37,26.99,6.0,2.24,2,0
1007,181,0,0,0,24.36,16.62,10.05,1.62,1,0
1008,168,0,1,42,16.56,17.31,7.83,3.08,2,0
1009,155,0,0,0,30.84,14.25,7.58,3.05,3,0
1010,105,0,0,0,41.89,21.78,7.61,1.03,0,0
1011,11,0,0,0,24.38,24.6,8.73,2.62,2,0
1012,182,0,0,0,17.83,16.87,11.62,2.16,2,0
1013,104,0,0,0,26.55,16.41,10.02,3.54,1,0
1014,102,0,0,0,19.52,6.96,13.69,3.24,0,0
1015,122,0,0,0,39.53,17.47,9.62,3.21,0,0
1016,41,0,0,0,24.41,12.95,8.75,2.32,1,0
1017,132,0,0,0,30.04,20.75,7.93,2.46,2,0
1018,76,0,0,0,44.78,19.58,7.68,3.08,1,1
1019,13,0,0,0,24.89,12.62,9.75,3.05,1,0
1020,115,0,1,33,24.65,16.53,10.9,3.83,2,0
1022,154,0,0,0,28.37,13.17,8.52,1.94,0,0
1023,100,0,0,0,24.23,16.63,5.49,2.11,2,0
1024,146,1,0,0,22.61,22.34,9.64,3.02,1,0
1025,148,0,1,11,42.99,24.17,11.83,3.32,1,0
1026,67,0,1,28,16.15,24.75,7.18,2.7,2,0
1027,161,1,0,0,33.01,21.2,11.47,3.48,1,1
1029,116,0,0,0,34.31,19.68,10.17,4.46,0,0
1030,99,0,1,42,36.72,19.75,9.7,2.51,2,1
1031,87,0,0,0,24.87,14.6,7.54,1.43,1,0
1032,87,0,0,0,39.92,11.98,9.19,2.57,1,0
1033,70,0,0,0,33.76,18.18,7.7,2.86,2,0
1034,131,0,0,0,16.05,18.28,8.09,3.54,2,0
1035,119,0,0,0,32.37,18.33,7.25,2.7,2,0
1036,119,0,1,32,24.24,17.7,7.69,3.24,3,0
1037,87,1,0,0,22.81,14.03,7.79,2.89,0,0
1038,112,0,0,0,19.02,9.69,6.61,3.81,5,1
1039,75,0,0,0,20.88,17.96,11.76,2.89,2,0
1040,150,0,0,0,32.18,18.78,10.74,2.48,4,0
1041,161,0,1,38,40.87,17.15,9.27,4.35,0,0
1042,91,1,1,24,15.9,15.59,10.83,2.67,0,0
1043,124,0,0,0,26.96,17.95,8.07,2.75,3,0
1044,94,1,0,0,41.34,12.5,4.27,1.94,4,0
1045,217,0,0,0,29.99,13.5,13.8,2.51,4,0
1046,158,0,0,0,37.55,20.59,10.5,1.73,0,0
1047,102,0,0,0,24.55,22.65,9.79,1.92,0,0
1048,85,0,0,0,36.09,19.41,7.35,2.08,0,0
1049,79,0,0,0,24.99,14.08,10.94,2.27,1,0
1050,139,0,1,25,16.35,15.21,8.19,3.48,2,0
1051,103,0,0,0,44.78,15.22,9.66,2.78,0,0
1053,78,0,0,0,27.59,16.35,10.83,2.73,2,0
1054,50,0,0,0,31.21,4.98,9.12,2.35,1,0
1055,161,0,0,0,30.28,12.45,6.19,2.3,1,0
1056,67,0,0,0,34.24,8.3,9.11,1.89,0,0
1057,86,0,1,38,20.91,11.38,6.22,3.59,1,0
1058,92,0,0,0,35.36,16.91,3.44,2.32,0,0
1059,174,0,0,0,40.66,16.02,4.75,2.38,1,0
1060,124,0,0,0,32.81,7.63,7.78,4.13,1,0
1061,132,0,1,31,29.67,20.88,7.78,2.78,1,0
1062,190,0,1,26,19.84,12.4,7.88,2.67,1,0
1063,101,0,0,0,15.95,12.75,10.85,2.89,1,0
1064,185,1,1,30,26.2,10.09,11.63,3.48,2,0
1065,68,0,1,29,40.72,17.32,7.55,2.67,0,0
1066,117,0,1,25,36.72,19.05,12.06,3.19,0,0
1067,118,0,0,0,31.86,15.11,10.5,3.29,1,0
1068,124,0,0,0,28.46,19.82,4.93,2.78,0,0
1069,22,0,0,0,27.27,18.54,8.68,3.38,1,0
1070,75,0,0,0,24.34,17.77,7.79,3.21,1,0
1071,134,0,0,0,34.9,20.44,8.06,1.35,1,0
1072,164,0,1,25,37.25,12.88,2.25,3.86,1,0
1073,44,0,0,0,24.34,14.43,9.71,2.05,1,0
1074,177,0,0,0,39.58,14.89,9.55,3.38,2,0
1075,110,0,0,0,27.54,21.04,7.0,2.4,0,0
1076,53,0,1,27,4.4,17.55,10.26,1.76,1,0
1077,108,0,0,0,26.21,9.55,11.09,4.16,4,1
1078,80,0,0,0,54.79,18.87,7.33,1.81,0,1
1079,158,0,0,0,35.68,18.81,9.45,2.21,1,0
1081,64,0,1,19,49.49,19.27,9.86,2.03,1,0
1082,88,0,0,0,36.65,18.38,7.71,3.19,3,0
1083,82,1,0,0,35.5,18.16,7.88,3.35,3,0
1084,111,0,0,0,43.5,17.35,7.71,3.32,3,0
1085,60,0,0,0,42.96,18.79,4.95,3.35,2,0
1086,113,0,0,0,22.46,21.04,11.08,1.86,3,0
1087,109,0,0,0,36.89,17.6,12.06,2.21,1,0
1088,105,0,1,42,17.32,18.96,10.87,3.48,0,0
1089,85,0,0,0,35.96,15.69,7.39,3.59,2,0
1090,131,0,0,0,26.08,16.87,7.4,2.81,0,0
1091,59,0,0,0,28.27,20.34,5.54,2.7,2,0
1093,210,0,0,0,17.78,12.71,11.48,1.76,2,0
1094,115,0,0,0,41.68,13.52,10.35,1.94,0,0
1095,106,0,0,0,46.65,16.88,7.24,1.62,1,0
1096,93,0,0,0,16.73,21.22,11.17,3.83,1,0
1097,57,0,1,29,47.58,18.96,11.33,3.51,1,0
1098,98,0,0,0,31.82,16.63,8.18,1.38,1,0
1099,157,0,0,0,46.95,14.09,6.82,0.59,3,0
1100,116,0,1,35,34.07,23.19,9.65,2.24,1,0
1101,30,0,0,0,27.59,20.74,8.1,2.46,2,0
1102,111,0,0,0,30.07,8.74,9.62,2.84,4,1
1103,52,0,0,0,28.14,17.47,9.61,3.29,0,0
1104,72,0,0,0,37.03,16.12,8.22,2.81,4,0
1105,135,0,1,28,34.24,20.95,6.97,3.48,2,1
1106,86,0,0,0,32.39,15.27,11.63,2.73,3,0
1107,98,0,1,29,30.58,16.08,7.39,3.46,3,0
1108,151,0,0,0,40.1,6.85,9.58,1.57,3,0
1109,118,0,0,0,23.87,15.9,9.36,2.13,0,0
1110,117,0,0,0,24.58,22.0,11.39,2.0,2,0
1111,55,0,0,0,32.13,10.07,11.16,4.62,0,0
1112,82,0,0,0,17.17,13.23,13.7,3.59,0,0
1114,108,0,1,15,28.07,22.7,11.28,2.94,1,0
1115,98,0,0,0,28.05,17.22,7.75,3.38,1,1
1116,130,0,0,0,26.5,21.77,11.83,3.16,3,0
1117,136,1,0,0,33.86,18.25,6.79,3.19,1,0
1118,47,0,0,0,26.4,16.0,11.12,3.32,3,0
1119,189,0,0,0,35.41,20.12,8.06,3.05,3,0
1120,107,0,0,0,26.71,13.82,6.75,3.27,1,0
1122,159,0,0,0,32.15,20.92,10.89,2.81,1,1
1123,11,0,1,24,22.36,19.57,12.77,2.7,2,0
1124,167,0,0,0,28.29,20.67,10.31,2.67,1,0
1125,111,0,0,0,24.19,10.44,10.33,3.46,2,0
1126,99,0,1,19,14.91,18.96,8.2,1.97,2,0
1127,159,0,1,19,31.3,16.53,10.15,4.56,0,0
1128,114,1,1,31,29.67,19.06,5.23,3.32,2,0
1129,71,0,0,0,17.56,11.77,7.42,2.43,2,0
1130,122,0,0,0,5.97,15.37,11.32,3.43,1,0
1131,100,0,1,25,41.92,12.02,8.54,3.51,1,0
1132,83,0,1,37,13.35,17.89,8.09,3.19,1,0
1133,64,0,0,0,25.18,14.02,9.72,3.32,5,1
1134,105,0,0,0,35.05,21.79,5.27,2.43,1,0
1135,144,0,1,33,42.77,16.8,9.41,3.29,2,0
1136,106,1,1,26,45.95,18.29,11.43,3.89,1,1
1137,19,0,1,34,26.62,19.06,11.74,3.05,1,0
1138,46,0,0,0,23.7,19.01,7.79,3.67,1,0
1139,127,0,0,0,37.43,16.01,7.77,3.16,2,0
1140,9,0,1,39,36.4,14.38,8.54,2.73,1,0
1141,157,0,0,0,33.32,18.14,8.86,2.13,1,0
1142,105,0,0,0,18.09,20.41,6.65,1.43,6,1
1143,105,0,1,29,30.5,23.41,11.07,2.7,0,0
1145,31,0,0,0,30.14,12.99,7.33,1.38,0,0
1146,161,0,0,0,25.77,18.65,10.11,1.08,1,0
1147,95,0,1,32,44.57,14.04,8.74,2.86,0,0
1148,122,0,0,0,29.51,7.79,9.53,2.62,3,0
1149,37,1,0,0,18.12,12.53,10.61,2.59,2,0
1150,132,0,0,0,32.86,10.91,7.29,3.13,5,1
1151,119,0,1,24,36.92,11.79,6.27,3.05,0,0
1152,16,0,0,0,35.62,14.69,4.23,2.38,1,0
1153,99,0,0,0,16.22,17.61,6.12,1.51,1,0
1154,76,0,1,26,36.48,17.44,6.06,2.19,1,0
1155,167,0,0,0,22.37,17.96,7.57,3.0,4,1
1156,129,0,0,0,28.63,18.45,3.67,3.19,1,0
1157,116,0,0,0,24.89,15.01,9.57,2.11,1,0
1158,60,1,0,0,31.11,17.57,9.17,3.0,1,0
1159,128,0,0,0,17.56,20.9,7.25,1.73,0,0
1160,47,0,1,28,19.07,13.16,7.5,2.86,0,0
1161,40,1,0,0,29.02,15.22,12.69,2.21,3,0
1162,173,0,0,0,29.33,12.12,4.59,2.94,0,0
1163,157,0,1,30,33.03,20.67,14.5,1.92,1,0
1164,66,0,1,32,31.93,11.03,5.95,3.24,2,0
1165,50,1,1,26,52.21,24.6,7.87,2.16,0,0
1166,72,0,0,0,20.09,14.21,9.64,3.29,3,0
1167,130,0,0,0,26.18,17.5,10.52,3.48,1,0
1168,143,0,0,0,26.44,18.14,10.71,2.05,1,0
1169,89,1,0,0,21.35,18.11,8.18,1.46,1,0
1170,108,0,0,0,33.88,19.06,6.3,4.1,0,0
1171,32,0,0,0,26.84,15.37,5.96,3.46,1,0
1172,166,0,0,0,34.58,14.25,5.94,2.48,2,0
1173,109,0,0,0,37.77,18.57,11.97,2.94,1,0
1174,72,0,1,39,15.78,23.05,7.52,1.57,1,0
1175,134,0,1,32,36.86,8.69,7.83,2.32,0,0
1176,13,0,0,0,32.84,16.52,8.39,2.62,4,0
1177,90,0,0,0,19.24,16.09,12.23,3.81,3,0
1178,111,0,1,36,28.25,20.3,4.9,3.02,3,0
1180,72,0,0,0,35.33,16.63,8.32,3.54,0,0
1181,67,0,1,35,41.72,12.6,12.33,2.03,1,0
1182,172,0,0,0,48.81,15.16,6.89,3.89,3,1
1183,154,0,1,32,32.69,14.05,9.23,2.43,2,0
1184,69,0,0,0,33.01,20.58,9.71,2.62,2,0
1185,123,0,0,0,35.87,18.45,9.67,2.65,3,0
1186,130,0,1,12,24.12,19.46,8.78,2.35,0,0
1187,142,0,1,26,37.49,20.36,11.44,1.59,2,0
1188,29,0,0,0,26.76,12.33,12.68,2.51,1,0
1189,87,0,1,28,24.4,19.0,7.89,3.02,0,0
1190,149,0,0,0,26.52,4.76,7.35,2.4,0,0
1191,146,1,0,0,27.22,17.71,7.99,2.48,2,0
1192,88,1,0,0,39.97,21.4,12.87,1.94,4,1
1193,119,1,1,15,27.2,17.81,3.7,2.35,5,1
1194,48,0,0,0,32.03,14.1,9.26,3.56,1,0
1195,135,0,0,0,33.12,20.0,7.85,2.97,1,0
1196,100,0,0,0,42.13,11.05,6.04,1.86,1,0
1197,98,0,0,0,37.6,18.16,13.13,3.21,4,0
1198,75,0,1,26,20.15,18.18,5.97,3.62,2,0
1199,180,0,1,33,39.41,19.8,9.31,2.05,1,0
1200,100,0,1,25,36.7,21.92,8.11,3.13,1,0
1201,119,0,1,35,36.91,18.77,11.23,2.16,2,0
1202,86,0,0,0,14.2,18.79,15.74,3.4,0,0
1203,155,0,1,39,31.16,17.43,11.87,1.38,1,0
1204,78,1,0,0,40.26,22.55,6.86,2.57,1,1
1205,153,0,0,0,32.95,16.6,8.22,2.3,1,0
1206,92,0,1,25,22.78,17.51,8.13,2.62,0,0
1207,13,0,1,25,30.02,14.68,4.7,3.05,2,0
1208,154,0,0,0,32.54,17.46,9.26,2.75,3,0
1209,144,1,1,35,29.72,18.67,11.51,3.46,0,0
1210,48,0,0,0,46.78,15.32,7.15,2.13,1,0
1211,94,0,0,0,29.58,20.49,9.35,2.13,1,0
1212,139,0,0,0,28.05,21.22,7.66,3.4,1,0
1213,126,0,0,0,38.88,14.34,10.06,3.19,1,0
1214,122,0,0,0,18.34,20.04,10.29,2.57,2,0
1215,139,0,0,0,37.62,13.41,8.66,3.05,1,0
1216,95,0,0,0,23.99,17.97,4.67,1.59,3,0
1217,80,0,1,31,28.29,20.26,6.78,2.89,4,0
1218,131,0,1,28,42.43,19.31,10.8,2.05,3,0
1219,36,0,0,0,30.36,18.11,8.91,2.94,1,0
1220,180,0,0,0,23.63,19.12,7.69,4.24,2,0
1221,25,0,0,0,22.83,17.2,8.82,3.4,2,0
1222,113,0,0,0,36.7,20.41,7.05,1.32,3,0
1223,88,0,1,31,30.87,18.12,9.35,3.08,1,0
1224,120,0,0,0,30.33,14.31,5.42,2.51,1,0
1225,74,0,0,0,18.09,11.92,4.09,3.08,1,0
1226,109,0,0,0,29.02,20.42,5.36,3.08,2,0
1227,162,0,1,33,31.37,15.57,5.73,3.32,0,0
1228,124,0,1,37,27.4,17.36,10.42,2.4,1,0
1229,177,0,0,0,14.43,21.89,9.47,2.03,2,0
1230,91,0,0,0,37.04,19.56,10.44,2.86,1,0
1231,105,0,0,0,46.05,19.23,8.05,2.38,0,1
1232,24,0,0,0,41.31,15.63,8.29,4.13,0,1
1234,86,0,0,0,21.47,14.35,6.96,2.65,2,0
1235,163,0,0,0,30.38,18.33,6.87,2.86,4,0
1236,91,0,0,0,27.03,21.68,3.71,2.73,0,0
1237,56,0,0,0,25.65,13.75,7.55,3.16,3,0
1238,147,1,1,24,37.38,17.72,15.86,2.19,3,0
1239,64,0,0,0,28.56,16.35,7.49,2.73,2,0
1240,108,0,1,34,27.56,14.6,11.69,2.59,4,1
1241,159,0,0,0,33.8,16.62,9.6,4.46,5,0
1242,136,1,0,0,43.66,19.56,6.46,2.46,3,0
1243,116,0,1,35,31.08,18.08,8.72,2.97,1,0
1244,45,0,1,38,33.46,21.61,11.78,2.08,1,0
1245,122,0,0,0,23.82,19.67,8.46,3.02,2,0
1246,138,0,0,0,33.03,16.14,10.45,2.43,5,0
1247,132,0,0,0,19.99,18.19,10.78,2.38,1,0
1248,101,1,0,0,32.93,15.86,10.04,3.13,0,0
1249,58,0,0,0,41.33,19.67,8.14,2.11,2,0
1250,81,0,0,0,24.72,10.99,8.39,1.4,1,0
1251,87,0,0,0,28.75,14.44,11.02,2.67,3,0
1252,116,0,0,0,38.98,15.68,7.57,2.38,2,0
1253,85,1,0,0,33.52,17.99,9.45,2.24,4,0
1254,62,0,1,33,31.69,17.09,12.9,3.0,2,1
1255,90,0,0,0,12.94,24.68,10.66,2.92,0,0
1256,98,0,0,0,27.68,15.73,9.88,1.62,2,0
1257,73,0,0,0,30.99,16.93,5.41,4.86,1,0
1258,107,1,0,0,33.05,21.06,11.04,3.02,2,0
1259,55,0,1,20,32.18,10.08,11.26,3.38,2,0
1261,30,0,0,0,24.65,20.46,8.87,1.92,3,0
1262,157,0,0,0,37.52,10.14,7.43,3.11,4,0
1263,40,0,1,31,38.2,11.43,5.41,2.03,1,1
1264,72,0,0,0,24.99,13.8,7.33,2.84,1,0
1265,95,0,1,39,44.34,18.14,8.8,2.73,1,0
1266,42,0,0,0,26.42,13.95,7.1,2.43,0,0
1267,86,0,0,0,28.25,21.7,10.26,1.46,1,0
1268,131,0,0,0,36.01,22.14,6.49,2.92,0,0
1269,55,0,1,45,22.19,17.71,6.37,2.97,4,1
1270,74,0,0,0,27.66,24.82,8.25,2.35,0,0
1271,81,1,1,37,40.31,22.46,12.21,2.13,1,0
1272,81,0,0,0,28.25,18.5,9.91,3.56,4,0
1273,28,0,0,0,20.69,10.69,11.77,2.24,6,1
1274,111,0,0,0,29.99,17.09,6.77,3.02,0,0
1275,3,0,1,27,11.46,20.74,12.65,3.08,2,0
1276,51,0,0,0,39.05,28.56,8.68,2.59,1,1
1277,68,0,1,24,29.92,23.62,7.86,3.97,1,0
1278,163,0,0,0,42.11,22.91,7.53,2.59,0,1
1279,87,0,0,0,19.62,22.32,11.06,3.54,2,0
1280,58,0,0,0,19.07,17.82,11.74,3.75,0,1
1281,109,0,0,0,27.64,13.09,9.44,3.11,0,0
1282,111,0,0,0,39.0,18.2,13.03,2.81,4,0
1283,144,0,0,0,23.73,10.56,4.3,4.05,2,0
1284,135,0,0,0,44.85,21.36,9.0,2.27,5,1
1285,109,0,1,46,36.98,19.86,7.38,2.43,4,0
1286,107,0,1,14,19.43,16.98,8.76,2.03,1,0
1287,149,0,0,0,33.37,11.63,6.96,2.08,2,0
1288,56,0,0,0,43.04,15.98,6.39,1.19,1,0
1289,129,0,0,0,16.66,20.46,11.47,2.84,0,0
1290,92,0,0,0,42.4,17.98,7.61,2.46,0,0
1291,67,0,1,30,22.03,19.81,13.37,3.92,1,0
1292,120,0,0,0,37.62,22.75,5.02,2.51,0,0
1293,166,0,0,0,37.52,15.11,9.27,3.35,1,0
1294,66,0,0,0,14.89,22.27,8.31,2.48,1,0
1295,76,0,0,0,34.61,13.74,7.92,2.27,0,0
1296,79,0,0,0,36.31,19.97,10.33,2.38,2,0
1297,98,0,1,31,30.87,18.76,10.63,3.48,2,0
1298,141,0,1,22,36.62,27.94,7.22,2.11,1,0
1299,49,0,0,0,45.27,17.66,9.23,3.78,2,1
1300,46,0,0,0,33.86,14.88,9.48,2.75,3,0
1301,137,0,0,0,19.55,11.71,10.08,1.97,3,0
1302,171,0,0,0,45.99,19.55,6.12,2.59,1,1
1303,10,0,0,0,37.77,13.01,10.23,3.48,1,0
1304,88,0,0,0,10.52,22.32,9.56,2.38,3,0
1305,89,0,0,0,23.99,21.17,6.12,2.92,2,0
1306,82,0,0,0,32.16,15.67,11.51,2.86,3,1
1307,139,0,0,0,33.32,15.81,6.89,2.65,3,0
1308,87,0,0,0,29.17,17.43,7.68,3.73,0,0
1309,137,1,0,0,29.58,13.71,11.73,3.08,2,0
1310,45,0,0,0,13.36,15.92,8.29,2.0,1,1
1311,90,0,0,0,34.15,13.97,11.21,2.4,1,0
1312,103,0,0,0,24.02,21.56,9.71,1.73,1,0
1313,100,0,0,0,40.09,14.96,2.86,1.97,2,0
1314,110,0,0,0,31.47,14.03,5.02,1.7,3,0
1315,124,0,0,0,43.23,6.71,6.89,3.19,2,0
1316,10,0,0,0,31.11,18.26,9.29,2.35,2,0
1318,121,0,0,0,35.34,17.89,4.93,2.08,2,0
1319,101,0,0,0,42.26,14.87,9.32,1.65,3,0
1320,103,0,1,31,31.52,16.8,6.62,3.92,2,0
1321,51,0,0,0,33.63,18.79,7.59,2.4,1,0
1322,2,1,0,0,22.46,11.81,8.67,2.46,2,1
1323,111,0,0,0,33.51,19.36,9.63,2.51,0,0
1324,118,0,0,0,26.28,15.66,9.78,3.4,2,0
1325,17,0,1,31,26.03,15.8,10.09,2.7,6,1
1326,130,0,0,0,35.9,19.64,9.94,1.7,2,0
1327,193,0,0,0,16.46,12.12,9.45,2.94,2,1
1328,114,0,0,0,29.24,23.49,8.72,2.73,1,0
1329,137,0,0,0,23.99,12.51,11.46,2.16,2,0
1330,185,0,1,29,25.69,20.8,6.95,3.73,2,0
1331,101,0,0,0,35.63,19.45,7.76,2.05,3,0
1332,95,0,1,32,41.99,10.68,10.19,2.84,3,0
1334,126,0,0,0,54.62,14.27,8.71,2.16,1,1
1335,71,0,0,0,41.43,5.1,8.5,3.05,0,0
1336,124,0,0,0,42.76,18.21,8.37,3.0,3,0
1337,97,1,0,0,40.27,13.4,10.85,1.97,0,1
1338,28,0,0,0,27.15,18.42,9.3,2.51,2,0
1339,90,1,0,0,25.19,18.73,6.04,2.48,4,1
1340,190,0,0,0,25.65,22.83,8.1,3.97,1,0
1341,31,0,1,28,35.79,21.29,10.87,3.11,1,0
1342,52,0,1,24,29.05,17.12,7.15,1.11,2,0
1343,73,0,0,0,43.3,7.67,6.9,2.86,0,0
1344,111,0,0,0,48.35,13.35,10.93,2.27,0,1
1346,106,1,0,0,22.73,15.96,8.19,2.89,1,1
1347,111,0,0,0,38.23,16.31,10.35,2.78,0,0
1348,59,0,0,0,25.81,17.84,12.01,3.21,1,0
1349,71,0,1,22,24.04,13.86,9.9,1.51,2,0
1350,55,0,0,0,48.57,19.63,10.38,4.0,0,1
1351,13,0,0,0,9.93,22.29,7.15,3.21,1,0
1352,136,0,1,16,15.37,17.11,10.22,3.54,0,0
1353,123,0,0,0,19.45,18.41,11.28,2.97,0,0
1354,105,0,0,0,25.11,18.93,7.36,3.46,2,0
1356,118,0,0,0,23.14,17.36,10.27,3.05,1,0
1357,97,0,0,0,28.85,14.1,8.64,3.46,3,0
1358,51,0,0,0,38.62,16.52,10.95,4.02,0,0
1359,73,0,0,0,37.03,18.75,12.48,2.78,1,1
1360,35,0,0,0,21.11,10.53,6.11,3.54,2,0
1361,64,0,0,0,35.05,19.75,11.32,3.67,1,0
1362,63,0,0,0,22.59,5.7,7.22,2.67,3,0
1363,117,0,1,31,17.83,20.2,11.85,2.08,3,0
1364,115,0,0,0,41.65,21.31,12.16,3.7,1,1
1365,162,0,0,0,31.37,19.04,8.12,3.13,1,0
1366,89,0,0,0,15.22,15.24,10.13,3.32,3,0
1367,94,1,0,0,40.05,16.56,7.68,2.32,1,0
1368,129,0,0,0,31.62,22.3,4.45,3.11,4,0
1369,86,0,0,0,38.06,13.23,6.76,1.97,1,0
1370,96,0,0,0,30.52,13.8,11.9,1.78,1,0
1371,190,0,0,0,28.8,21.55,8.87,2.4,1,0
1372,80,0,0,0,20.08,12.27,10.13,2.21,1,0
1373,108,0,0,0,19.04,16.46,9.4,1.11,4,1
1374,97,0,1,32,28.63,19.2,8.63,2.3,0,0
1375,84,0,1,42,36.43,16.0,15.01,3.05,0,0
1376,65,0,0,0,41.77,20.56,12.84,1.13,4,1
1377,131,0,1,34,26.62,6.04,11.78,3.62,1,0
1378,58,1,1,43,24.28,23.15,8.7,2.4,1,0
1379,36,0,0,0,34.41,19.61,9.09,2.75,3,0
1380,54,0,0,0,19.86,10.46,9.79,3.24,1,0
1381,45,0,0,0,26.47,22.13,8.65,2.97,1,0
1382,125,0,1,39,40.14,24.58,7.89,2.46,2,0
1383,72,0,1,21,23.48,22.11,6.09,2.21,2,0
1384,141,0,0,0,8.82,13.77,10.06,2.73,3,0
1385,113,0,0,0,13.82,18.75,10.61,2.4,0,0
1386,20,0,1,35,29.16,13.01,7.45,1.92,0,0
1387,212,0,0,0,21.42,12.27,13.63,2.05,1,0
1388,99,1,0,0,33.52,13.26,9.18,2.67,4,0
1389,94,0,0,0,33.0,19.31,8.57,4.13,1,0
1390,40,0,0,0,19.67,10.86,4.84,2.51,1,0
1391,86,0,1,29,26.72,16.69,10.2,2.27,3,0
1393,170,0,0,0,41.89,19.39,7.49,2.46,0,0
1394,105,0,0,0,38.66,22.82,6.45,3.51,1,0
1395,103,0,0,0,32.27,9.82,8.61,3.29,0,0
1396,140,1,1,27,32.11,13.68,8.9,3.11,4,0
1398,98,0,1,19,18.79,19.36,10.96,2.97,1,0
1399,104,0,0,0,28.49,18.63,9.72,3.16,4,0
1401,112,0,0,0,28.53,21.07,6.98,3.21,0,0
1402,70,0,0,0,36.28,17.4,11.55,1.54,1,0
1403,126,0,0,0,29.82,8.36,9.09,2.86,0,0
1404,87,0,1,39,14.04,19.07,7.36,2.57,3,0
1405,125,0,0,0,24.34,7.49,10.49,2.38,4,1
1406,86,0,0,0,21.34,22.93,10.61,2.4,1,0
1407,73,0,1,31,13.99,21.77,10.33,3.19,6,1
1409,1,0,1,30,31.13,19.77,11.17,2.27,0,0
1410,133,0,0,0,27.56,18.03,11.72,3.29,1,0
1411,103,0,0,0,28.32,16.35,7.56,2.08,1,0
1412,131,0,1,24,23.1,19.82,9.48,2.54,1,0
1413,95,0,1,20,28.17,18.33,10.95,2.65,0,0
1414,182,0,0,0,29.94,14.87,10.56,2.62,1,0
1415,99,0,0,0,24.19,17.38,9.14,2.46,0,0
1416,27,0,0,0,30.19,25.23,8.68,2.05,3,0
1417,141,0,0,0,14.14,16.2,6.77,2.89,1,0
1418,29,1,1,37,39.95,15.58,6.29,1.54,2,0
1420,81,1,0,0,25.4,14.61,9.65,4.83,3,1
1421,37,0,1,20,45.0,18.4,9.48,2.81,0,0
1422,107,0,1,31,27.25,18.83,11.77,1.51,1,0
1423,127,1,1,28,16.3,13.56,6.88,2.81,1,0
1424,78,0,0,0,23.92,16.59,11.38,3.16,0,0
1425,55,0,0,0,20.35,19.7,10.0,1.24,2,0
1426,86,0,1,30,16.98,22.4,11.46,2.65,2,0
1427,176,0,0,0,42.65,14.57,6.69,2.59,2,0
1428,96,1,0,0,34.1,24.61,4.42,3.02,2,0
1429,11,0,1,38,35.67,16.71,10.49,1.89,1,0
1430,48,0,1,34,33.66,23.26,9.81,2.05,1,0
1431,127,0,0,0,40.77,10.96,11.25,3.05,1,0
1432,63,0,0,0,27.97,12.57,11.37,3.02,0,0
1433,79,0,0,0,37.55,16.34,7.25,3.29,1,0
1434,47,0,1,37,19.18,20.73,8.04,3.56,2,0
1435,89,1,1,19,19.14,22.24,5.56,3.0,0,1
1436,83,0,1,26,38.49,19.95,6.01,2.92,1,0
1437,126,1,1,34,41.63,18.67,9.49,2.62,4,0
1438,60,0,0,0,34.54,20.04,10.12,4.08,2,0
1439,122,0,0,0,23.24,20.66,8.5,2.32,0,0
1440,136,0,0,0,25.94,17.76,5.36,1.35,1,0
1441,172,0,1,47,46.73,15.86,11.03,2.38,1,0
1442,102,0,0,0,33.27,17.77,9.05,2.24,1,1
1443,113,1,0,0,34.73,16.05,6.27,2.48,1,0
1444,79,0,0,0,37.79,12.43,12.4,2.4,3,0
1446,111,0,1,28,21.9,13.37,6.63,2.78,2,0
1447,160,0,0,0,29.63,14.56,9.94,2.24,0,0
